symbol,company_name,market_cap,pe,forward_pe,eps,sector,industry,revenue_growth,earnings_growth
SCHNEIDER.NS,Schneider Electric Infrastructure Limited,305694507008.0,142.84917,51.76113,8.95,,,,
LICHSGFIN.NS,LIC Housing Finance Limited,302479638528.0,5.396467,4.8832746,101.9,,,,
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,300531613696.0,95.17193,35.84668,2.85,,,,
ANGELONE.NS,Angel One Limited,300502089728.0,29.661858,18.593014,11.09,,,,
KARURVYSYA.NS,The Karur Vysya Bank Limited,299458527232.0,11.933744,9.755311,25.96,,,,
CDSL.NS,Central Depository Services (India) Limited,296403795968.0,64.9359,46.658234,21.84,,,,
ACUTAAS.NS,Acutaas Chemicals Limited,296324333568.0,103.08743,52.953915,35.11,,,,
GRSE.NS,Garden Reach Shipbuilders & Engineers Limited,295681622016.0,42.919853,30.72857,60.14,,,,
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,295486586880.0,12.106478,7.8288555,129.98,,,,
METROBRAND.NS,Metro Brands Limited,291999252480.0,70.90007,49.565536,15.11,,,,
CUPID.NS,Cupid Limited,288806240256.0,271.8734,,0.79,,,,
NIACL.NS,The New India Assurance Company Limited,288103366656.0,20.399069,9.039297,8.57,,,,
PNBHOUSING.NS,PNB Housing Finance Limited,286596792320.0,12.531905,10.556073,87.76,,,,
CENTRALBK.NS,Central Bank of India,286567366656.0,6.281746,,5.04,,,,
SHYAMMETL.NS,Shyam Metalics and Energy Limited,284588900352.0,26.957554,15.580093,37.93,,,,
PGHH.NS,Procter & Gamble Hygiene and Health Care Limited,283073839104.0,33.00344,28.71419,264.23,,,,
TVSHLTD.NS,TVS Holdings Limited,282075987968.0,16.639019,,837.91,,,,
LALPATHLAB.NS,Dr. Lal PathLabs Limited,281758302208.0,55.874172,40.92004,30.2,,,,
CEMPRO.NS,Cemindia Projects Limited,277436956672.0,46.514977,27.280405,34.72,,,,
AMBER.NS,Amber Enterprises India Limited,275247300608.0,156.24625,39.930645,49.95,,,,
JUBLFOOD.NS,Jubilant FoodWorks Limited,274348933120.0,73.57143,44.92735,5.67,,,,
ZFCVINDIA.NS,ZF Commercial Vehicle Control Systems India Limited,274305417216.0,52.915478,35.53486,45.55,,,,
ITI.NS,ITI Limited,273931386880.0,93.585526,,3.04,,,,
APOLLOTYRE.NS,Apollo Tyres Limited,272421142528.0,19.88227,13.308322,21.66,,,,
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,272098787328.0,47.15422,15.862069,8.17,,,,
SJVN.NS,SJVN Limited,271666724864.0,42.41104,14.388055,1.63,,,,
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,270039121920.0,77.51371,51.85487,16.41,,,,
PTCIL.NS,PTC Industries Limited,268981321728.0,263.1417,41.330456,68.18,,,,
SUMICHEM.NS,Sumitomo Chemical India Limited,268814925824.0,49.49908,37.12146,10.88,,,,
MSUMI.NS,Motherson Sumi Wiring India Limited,267521245184.0,42.914894,27.557468,0.94,,,,
GUJENERGY.NS,Gujarat Energy Limited,263033028608.0,824.55884,9.444482,0.34,,,,
NBCC.NS,NBCC (India) Limited,262574997504.0,36.42322,31.370968,2.67,,,,
SYRMA.NS,Syrma SGS Technology Limited,261796593664.0,80.65875,46.727554,16.85,,,,
GODIGIT.NS,GO DIGIT GENERAL INS LTD,260616257536.0,47.860783,29.210953,5.89,,,,
RRKABEL.NS,R R Kabel Limited,259384852480.0,52.634842,33.50251,43.57,,,,
ACC.NS,ACC Limited,258714501120.0,12.136188,12.441541,113.52,,,,
GILLETTE.NS,Gillette India Limited,254490542080.0,47.61905,,164.01,,,,
CGCL.NS,Capri Global Capital Limited,246677045248.0,25.308983,14.1126585,10.13,,,,
AWL.NS,AWL Agri Business Limited,244002881536.0,23.406946,18.387915,8.06,,,,
IRB.NS,IRB Infrastructure Developers Limited,241680777216.0,28.585714,15.15909,0.7,,,,
NETWEB.NS,Netweb Technologies India Limited,241673355264.0,116.28219,56.99972,36.5,,,,
FORCEMOT.NS,Force Motors Limited,240387719168.0,19.841219,,919.5,,,,
EMMVEE.NS,EMMVEE PHOTOVOLTAIC PWR L,238893645824.0,18.762915,12.709023,18.39,,,,
CRAFTSMAN.NS,Craftsman Automation Limited,238136098816.0,56.496647,28.607658,161.16,,,,
PPLPHARMA.NS,Piramal Pharma Limited,238062354432.0,,42.617577,-2.46,,,,
RUBICON.NS,RUBICON RESEARCH LIMITED,237174538240.0,94.338135,51.784172,15.26,,,,
GABRIEL.NS,Gabriel India Limited,236885639168.0,76.33352,37.16218,17.51,,,,
CREDITACC.NS,CreditAccess Grameen Limited,236849840128.0,30.490822,11.953027,48.49,,,,
NEULANDLAB.NS,Neuland Laboratories Limited,236506169344.0,64.93589,40.52386,283.88,,,,
TIMKEN.NS,Timken India Limited,236352307200.0,56.820976,37.621,55.3,,,,
IIFL.NS,IIFL Finance Limited,236120768512.0,14.327743,7.7469764,38.75,,,,
DEEPAKNTR.NS,Deepak Nitrite Limited,232959311872.0,42.37162,28.210688,40.31,,,,
GRINDWELL.NS,Grindwell Norton Limited,231039418368.0,55.55644,42.098854,37.56,,,,
DATAPATTNS.NS,Data Patterns (India) Limited,228739301376.0,84.03538,51.062927,48.62,,,,
KAYNES.NS,Kaynes Technology India Limited,226965946368.0,62.113377,37.401512,54.51,,,,
AADHARHFC.NS,AADHAR HOUSING FINANCE L,226212626432.0,20.873688,13.904472,24.78,,,,
KIOCL.NS,KIOCL Limited,225110999040.0,1424.6154,,0.26,,,,
PFOCUS.NS,Prime Focus Limited,224770719744.0,74.03325,41.235043,3.91,,,,
ASAHIINDIA.NS,Asahi India Glass Limited,224641859584.0,63.71656,37.982758,13.83,,,,
KPIL.NS,Kalpataru Projects International Limited,223712034816.0,21.503613,14.653244,60.92,,,,
CUB.NS,City Union Bank Limited,222560550912.0,16.801048,12.028174,13.37,,,,
CESC.NS,CESC Limited,218851688448.0,14.208262,11.520713,11.62,,,,
GRANULES.NS,Granules India Limited,218259537920.0,35.9657,22.459835,24.49,,,,
TATAELXSI.NS,Tata Elxsi Limited,218247823360.0,33.332066,24.246256,105.1,,,,
RAMCOCEM.NS,The Ramco Cements Limited,217341739008.0,31.147984,32.737244,29.53,,,,
AFFLE.NS,Affle 3i Limited,215531749376.0,47.387135,30.85579,32.34,,,,
REDINGTON.NS,Redington Limited,215027040256.0,14.430745,10.026125,19.06,,,,
IGL.NS,Indraprastha Gas Limited,214354231296.0,13.831076,10.854609,11.07,,,,
ANANTRAJ.NS,Anant Raj Limited,213083127808.0,37.450977,20.189814,15.81,,,,
EIHOTEL.NS,EIH Limited,211842105344.0,33.672962,23.13866,10.06,,,,
PFIZER.NS,Pfizer Limited,208925310976.0,28.902601,22.489658,158.01,,,,
HATSUN.NS,Hatsun Agro Product Limited,206643576832.0,58.126568,32.267826,15.96,,,,
HBLENGINE.NS,HBL ENGINEERING LTD,205650935808.0,25.251873,,29.38,,,,
SUNDRMFAST.NS,Sundram Fasteners Limited,202847420416.0,34.36632,25.009068,28.09,,,,
BELRISE.NS,BELRISE INDUSTRIES LTD,201922478080.0,39.055077,23.859621,5.81,,,,
CARBORUNIV.NS,Carborundum Universal Limited,201885024256.0,103.09339,35.64011,10.28,,,,
ERIS.NS,Eris Lifesciences Limited,201687138304.0,32.156433,23.802656,45.26,,,,
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,201426337792.0,27.322592,14.670961,58.34,,,,
J&KBANK.NS,Jammu and Kashmir Bank Limited,201175023616.0,8.532928,7.840773,21.41,,,,
SANSERA.NS,Sansera Engineering Limited,200864612352.0,62.115013,37.913338,51.82,,,,
ASTRAZEN.NS,AstraZeneca Pharma India Limited,200587493376.0,107.52479,,74.62,,,,
THANGAMAYL.NS,Thangamayil Jewellery Limited,200043888640.0,56.81999,41.603104,113.27,,,,
CAPLIPOINT.NS,Caplin Point Laboratories Limited,198709772288.0,31.054882,24.443197,84.18,,,,
KAJARIACER.NS,Kajaria Ceramics Limited,197443747840.0,40.480076,30.008352,30.62,,,,
SUNTV.NS,Sun TV Network Limited,196569399296.0,13.643325,11.336364,36.56,,,,
AETHER.NS,Aether Industries Limited,195790864384.0,89.30387,52.563904,16.52,,,,
TRITURBINE.NS,Triveni Turbine Limited,195584884736.0,55.881016,37.274483,11.01,,,,
SAGILITY.NS,Sagility Limited,195445473280.0,21.08586,14.0731125,1.98,,,,
IFCI.NS,IFCI Limited,194448654336.0,104.5942,20.50284,0.69,,,,
GESHIP.NS,The Great Eastern Shipping Company Limited,192082329600.0,6.540275,6.8259764,205.71,,,,
INDIACEM.NS,The India Cements Limited,190725980160.0,,24.422619,-2.17,,,,
URBANCO.NS,Urban Company Limited,190595252224.0,,-749.2241,-1.56,,,,
BAYERCROP.NS,Bayer CropScience Limited,190289313792.0,27.625107,21.923653,153.27,,,,
ONESOURCE.NS,ONESOURCE SPECL PHARMA L,189572431872.0,,20.409876,-6.45,,,,
CHALET.NS,Chalet Hotels Limited,188904325120.0,29.240677,27.431404,29.5,,,,
SAMMAANCAP.NS,Sammaan Capital Limited,187948138496.0,,,-87.72,,,,
JSWCEMENT.NS,JSW CEMENT LIMITED,187681767424.0,,24.66005,-6.18,,,,
ZYDUSWELL.NS,Zydus Wellness Limited,186585350144.0,94.28457,33.538815,6.22,,,,
CAMS.NS,Computer Age Management Services Limited,186426572800.0,39.22193,28.92387,19.15,,,,
GMDCLTD.NS,Gujarat Mineral Development Corporation Limited,184917000192.0,19.344645,20.69395,30.06,,,,
BRIGADE.NS,Brigade Enterprises Limited,184819908608.0,28.734789,15.56273,19.72,,,,
VTL.NS,Vardhman Textiles Limited,184265818112.0,24.33295,14.588617,26.16,,,,
FSL.NS,Firstsource Solutions Limited,183944790016.0,27.864016,16.966879,9.56,,,,
SHRIPISTON.NS,SPR Auto Technologies Limited,183683350528.0,33.223648,21.82051,125.51,,,,
ELGIEQUIP.NS,Elgi Equipments Limited,183375970304.0,42.740635,31.903114,13.61,,,,
CASTROLIND.NS,Castrol India Limited,182443622400.0,19.05475,16.617117,9.68,,,,
ECLERX.NS,eClerx Services Limited,182191636480.0,26.595917,20.121964,74.44,,,,
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,182016327680.0,9.3189745,9.131658,48.75,,,,
ATUL.NS,Atul Ltd,181052080128.0,26.73812,20.307842,229.99,,,,
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,181033615360.0,37.595345,26.517454,68.7,,,,
CHOICEIN.NS,Choice International Limited,180181630976.0,71.9573,53.812374,11.24,,,,
INOXINDIA.NS,INOX India Limited,179729891328.0,69.92232,46.868637,28.32,,,,
CIEINDIA.NS,CIE Automotive India Limited,179703955456.0,20.794556,16.402355,22.78,,,,
AARTIIND.NS,Aarti Industries Limited,179168854016.0,42.729237,24.697044,11.56,,,,
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,178783010816.0,5.763802,3.4195385,208.3,,,,
EMAMILTD.NS,Emami Limited,178724929536.0,23.041643,19.190346,17.77,,,,
TATACHEM.NS,Tata Chemicals Limited,177934516224.0,,20.695734,-74.45,,,,
JYOTICNC.NS,Jyoti CNC Automation Limited,177731158016.0,52.911304,31.575758,14.77,,,,
OLAELEC.NS,OLA ELECTRIC MOBILITY LTD,177498406912.0,,-13.123333,-4.16,,,,
PGEL.NS,PG Electroplast Limited,176954703872.0,89.25578,37.332787,6.92,,,,
CENTURYPLY.NS,Century Plyboards (India) Limited,176860807168.0,67.5764,30.697985,11.78,,,,
PINELABS.NS,PINE LABS LIMITED,176736436224.0,148.70874,33.572315,1.03,,,,
TDPOWERSYS.NS,TD Power Systems Limited,176178790400.0,74.09329,39.918583,15.22,,,,
SARDAEN.NS,Sarda Energy & Minerals Limited,176014442496.0,15.922855,10.553559,31.37,,,,
PSB.NS,Punjab & Sind Bank,175757656064.0,13.317204,,1.86,,,,
ABDL.NS,ALLIED BLEND N DISTILS L,172455280640.0,75.74324,38.64415,8.14,,,,
JINDALSAW.NS,Jindal Saw Limited,171807014912.0,26.313478,11.564379,10.24,,,,
LMW.NS,LMW Limited,171590352896.0,131.58025,38.582752,122.07,,,,
POLYMED.NS,Poly Medicure Limited,170536288256.0,52.912468,35.72998,31.76,,,,
TRAVELFOOD.NS,TRAVEL FOOD SERVICES LTD,170340581376.0,38.765358,30.75528,33.37,,,,
NATCOPHARM.NS,NATCO Pharma Limited,169258827776.0,11.933325,20.633188,79.19,,,,
COHANCE.NS,COHANCE LIFESCIENCES LTD,169217884160.0,94.42308,43.25534,4.68,,,,
SYNGENE.NS,Syngene International Limited,167720321024.0,52.90875,33.29441,7.89,,,,
NAVA.NS,Nava Limited,166214090752.0,21.054897,,27.87,,,,
ARE&M.NS,Amara Raja Energy & Mobility Limited,166077218816.0,18.552444,15.731263,48.91,,,,
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,165164171264.0,,22.273281,-3.77,,,,
FIVESTAR.NS,Five-Star Business Finance Limited,164641095680.0,14.969136,11.2702055,37.26,,,,
ASTRAMICRO.NS,Astra Microwave Products Limited,163381379072.0,84.72674,53.230225,20.31,,,,
KANSAINER.NS,Kansai Nerolac Paints Limited,162778054656.0,27.610426,19.990744,7.29,,,,
THELEELA.NS,Leela Palaces Hotels & Resorts Limited,162186641408.0,39.070793,27.19115,12.43,,,,
APLLTD.NS,Alembic Pharmaceuticals Limited,162184232960.0,24.041374,17.193174,34.32,,,,
JUBLPHARMA.NS,Jubilant Pharmova Limited,161966718976.0,40.822357,20.129921,25.05,,,,
GRWRHITECH.NS,Garware Hi-Tech Films Limited,161941405696.0,47.848026,38.257412,145.68,,,,
BASF.NS,BASF India Limited,161152434176.0,38.761063,22.591019,96.05,,,,
ABREL.NS,Aditya Birla Real Estate Limited,160183058432.0,,26.697876,-29.55,,,,
BIKAJI.NS,Bikaji Foods International Limited,160070123520.0,62.10117,43.222748,10.28,,,,
MINDACORP.NS,Minda Corporation Limited,159645302784.0,45.039837,30.439793,15.06,,,,
ZENTEC.NS,Zen Technologies Limited,159163449344.0,81.9685,33.785793,21.59,,,,
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited,159145050112.0,121.211266,32.453182,0.71,,,,
GPIL.NS,Godawari Power & Ispat Limited,158973493248.0,19.423689,10.860001,12.58,,,,
CCL.NS,CCL Products (India) Limited,158848335872.0,40.983833,25.334236,29.07,,,,
JBMA.NS,JBM Auto Limited,158533926912.0,72.47027,33.821896,9.25,,,,
DCMSHRIRAM.NS,DCM Shriram Limited,158392549376.0,18.689934,23.871647,54.73,,,,
KSB.NS,KSB Limited,157261824000.0,60.97166,39.544857,14.82,,,,
GALLANTT.NS,Gallantt Ispat Limited,157242802176.0,32.47135,,20.07,,,,
SOBHA.NS,Sobha Limited,156366503936.0,80.639824,20.392736,18.13,,,,
TBOTEK.NS,TBO TEK LIMITED,155797831680.0,64.10369,31.433804,22.76,,,,
FINCABLES.NS,Finolex Cables Limited,155585200128.0,21.788391,15.048817,46.69,,,,
FINEORG.NS,Fine Organic Industries Limited,155016839168.0,37.17374,33.58454,136.01,,,,
WELSPUNLIV.NS,Welspun Living Limited,154773553152.0,76.822426,17.698563,2.14,,,,
AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,154043023360.0,116.244026,58.64108,4.18,,,,
APTUS.NS,Aptus Value Housing Finance India Limited,153668255744.0,16.287155,11.804652,18.84,,,,
KFINTECH.NS,KFin Technologies Limited,153470222336.0,44.843437,31.769691,19.8,,,,
HONASA.NS,Honasa Consumer Limited,152237015040.0,76.29903,48.961063,6.12,,,,
RAINBOW.NS,Rainbow Children's Medicare Limited,151501799424.0,54.34498,39.355297,27.48,,,,
BEML.NS,BEML Limited,150952984576.0,106.361496,25.52676,17.04,,,,
KPITTECH.NS,KPIT Technologies Limited,150827499520.0,23.809626,16.182472,23.27,,,,
USHAMART.NS,Usha Martin Limited,150662922240.0,30.761343,21.96524,16.09,,,,
HAPPYFORGE.NS,HAPPY FORGINGS LIMITED,150562406400.0,49.993732,31.684212,31.91,,,,
AZAD.NS,AZAD ENGINEERING LIMITED,150456090624.0,113.6439,64.43052,20.5,,,,
IGIL.NS,International Gemological Institute Limited,149678505984.0,29.227848,19.62323,11.85,,,,
AEQUS.NS,AEQUS LIMITED,149555593216.0,,351.35385,-1.87,,,,
FRACTAL.NS,FRACTAL ANALYTICS LIMITED,149093761024.0,50.49505,27.163357,17.17,,,,
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,148605665280.0,47.847363,,271.76,,,,
KIRLOSBROS.NS,Kirloskar Brothers Limited,148351762432.0,39.681393,,47.08,,,,
VEDPOWER.NS,Vedanta Power Limited,147967508480.0,,,-4.32,,,,
APOLLO.NS,Apollo Micro Systems Limited,147822280704.0,126.68789,52.68874,3.14,,,,
CLEANMAX.NS,CLEAN MAX ENVIRO EN SOL L,147777323008.0,140.87053,40.457874,8.96,,,,
BBOX.NS,Black Box Limited,146608144384.0,65.36025,28.713043,12.63,,,,
PARADEEP.NS,Paradeep Phosphates Limited,145613799424.0,14.625651,12.022282,9.59,,,,
VENTIVE.NS,VENTIVE HOSPITALITY LTD,145297915904.0,34.127815,22.391006,18.23,,,,
INGERRAND.NS,Ingersoll-Rand (India) Limited,144303652864.0,56.49734,38.90383,80.91,,,,
ANURAS.NS,Anupam Rasayan India Ltd,144302735360.0,82.62712,38.761467,15.34,,,,
PRIVISCL.NS,Privi Speciality Chemicals Limited,143614033920.0,45.24923,25.620209,81.25,,,,
CEATLTD.NS,CEAT Limited,143208366080.0,24.331049,15.060343,145.9,,,,
CANHLIFE.NS,CANARA HSBC LIFE INS CO L,141876396032.0,112.586464,78.81053,1.33,,,,
ARVIND.NS,Arvind Limited,140493750272.0,33.89943,20.06364,15.81,,,,
CONCORDBIO.NS,Concord Biotech Limited,140478644224.0,54.057972,32.69858,24.84,,,,
AVANTIFEED.NS,Avanti Feeds Limited,139631329280.0,23.092607,21.001024,44.38,,,,
VOGL.NS,Vedanta Oil and Gas Limited,139222188032.0,254.71428,,0.14,,,,
ALIVUS.NS,Alivus Life Sciences Limited,139100618752.0,24.690632,19.539656,45.9,,,,
JSWDULUX.NS,JSW Dulux Limited,138173857792.0,7.0027933,29.42871,433.27,,,,
DEVYANI.NS,Devyani International Limited,138089250816.0,,105.60359,-0.31,,,,
VIJAYA.NS,Vijaya Diagnostic Centre Limited,138015391744.0,79.98211,50.922554,16.77,,,,
DOMS.NS,DOMS Industries Limited,137489432576.0,59.88633,41.229755,37.83,,,,
VINATIORGA.NS,Vinati Organics Limited,137020653568.0,30.867025,22.932924,42.79,,,,
INOXWIND.NS,Inox Wind Limited,135009943552.0,29.479246,14.739623,2.65,,,,
EIDPARRY.NS,E.I.D.- Parry (India) Limited,133644730368.0,23.527569,8.929846,31.92,,,,
LTFOODS.NS,LT Foods Limited,132980514816.0,21.275002,13.205173,18.0,,,,
VISL.NS,VEDANTA IRON AND STEEL L,132444839936.0,,,-7.43,,,,
GRAVITA.NS,Gravita India Limited,132432068608.0,34.965385,23.095585,52.0,,,,
KEC.NS,KEC International Limited,131875479552.0,21.7854,12.634812,22.74,,,,
SCI.NS,The Shipping Corporation of India Limited,131238871040.0,9.698795,85.37879,29.05,,,,
VGUARD.NS,V-Guard Industries Limited,131132841984.0,42.75641,27.55156,7.02,,,,
SHADOWFAX.NS,SHADOWFAX TECHNOLOGIES L,130642509824.0,101.940636,34.814816,2.19,,,,
ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,130593538048.0,62.506443,30.326786,27.17,,,,
SPLPETRO.NS,Supreme Petrochem Limited,130481889280.0,39.674103,28.207317,17.49,,,,
SKFINDUS.NS,SKF IND (INDUSTRIAL) LTD,129918017536.0,59.874687,31.234943,43.89,,,,
HOMEFIRST.NS,Home First Finance Company India Limited,129799430144.0,24.098585,16.139704,51.53,,,,
CARTRADE.NS,CarTrade Tech Limited,129633378304.0,60.606194,35.958042,44.54,,,,
TRIDENT.NS,Trident Limited,128459677696.0,34.067566,21.92174,0.74,,,,
ENGINERSIN.NS,Engineers India Limited,127954567168.0,18.524004,14.783117,12.29,,,,
BALRAMCHIN.NS,Balrampur Chini Mills Limited,127700459520.0,32.462406,17.03476,18.62,,,,
SHAILY.NS,Shaily Engineering Plastics Limited,126974484480.0,75.17974,35.467113,36.72,,,,
TMB.NS,Tamilnad Mercantile Bank Limited,126261526528.0,9.442799,,84.44,,,,
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,126245347328.0,18.48433,9.598953,3.51,,,,
PCBL.NS,PCBL Chemical Limited,126222794752.0,62.53411,20.613653,5.13,,,,
LLOYDSENGG.NS,Lloyds Engineering Works Limited,126222204928.0,59.43624,,1.49,,,,
NSLNISP.NS,NMDC Steel Limited,125986750464.0,214.95001,,0.2,,,,
GRAPHITE.NS,Graphite India Limited,125948887040.0,71.94755,11.654163,8.96,,,,
NUVOCO.NS,Nuvoco Vistas Corporation Limited,124558213120.0,32.261795,20.483284,10.81,,,,
WABAG.NS,VA Tech Wabag Limited,124279398400.0,28.735748,22.232735,69.29,,,,
INDGN.NS,INDEGENE LIMITED,122886078464.0,30.777107,19.182732,16.6,,,,
TEGA.NS,Tega Industries Limited,121872146432.0,78.74757,17.331196,20.6,,,,
JSWHL.NS,JSW Holdings Limited,121871949824.0,83.334595,,131.77,,,,
AMAGI.NS,AMAGI MEDIA LABS LIMITED,121755557888.0,169.51807,39.864002,3.32,,,,
IRCON.NS,Ircon International Limited,121636896768.0,20.463608,15.305326,6.32,,,,
SHILPAMED.NS,Shilpa Medicare Limited,121309626368.0,49.739372,33.527027,12.47,,,,
MARKSANS.NS,Marksans Pharma Limited,121040035840.0,29.001087,19.785185,9.21,,,,
UTIAMC.NS,UTI Asset Management Company Limited,120835342336.0,29.93949,16.016111,31.4,,,,
TECHNOE.NS,Techno Electric & Engineering Company Limited,120265392128.0,26.810993,16.6254,38.57,,,,
PRUDENT.NS,Prudent Corporate Advisory Services Limited,119806083072.0,54.051933,36.28416,53.53,,,,
SEDEMAC.NS,SEDEMAC MECHATRONICS LTD,119795515392.0,114.92796,49.047016,23.6,,,,
LLOYDSENT.NS,Lloyds Enterprises Limited,118918397952.0,43.764046,,1.78,,,,
JMFINANCIL.NS,JM Financial Limited,118902276096.0,9.900398,8.338926,12.55,,,,
CANFINHOME.NS,Can Fin Homes Limited,118434357248.0,10.905469,9.330361,81.56,,,,
PARKHOSPS.NS,PARK MEDI WORLD LIMITED,118327468032.0,39.818314,26.597088,6.88,,,,
ACE.NS,Action Construction Equipment Limited,117528141824.0,28.324728,21.748898,34.86,,,,
ZENSARTECH.NS,Zensar Technologies Limited,117491884032.0,15.384501,13.417256,33.68,,,,
AAVAS.NS,Aavas Financiers Limited,117460246528.0,18.050446,12.705662,82.07,,,,
VIYASH.NS,Viyash Scientific Limited,117255847936.0,67.1625,20.718504,4.0,,,,
DIACABS.NS,Diamond Power Infrastructure Limited,117187829760.0,74.12667,,3.0,,,,
BLUEDART.NS,Blue Dart Express Limited,116893294592.0,47.169666,28.608595,104.44,,,,
SOUTHBANK.NS,The South Indian Bank Limited,116765745152.0,7.743055,6.5646152,5.76,,,,
JUBLINGREA.NS,Jubilant Ingrevia Limited,116560412672.0,42.183216,24.564817,17.52,,,,
JKTYRE.NS,JK Tyre & Industries Limited,116238327808.0,14.790903,10.061135,27.26,,,,
TITAGARH.NS,Titagarh Rail Systems Limited,115799228416.0,95.22148,24.33538,9.03,,,,
JPPOWER.NS,Jaiprakash Power Ventures Limited,115617857536.0,34.428574,-9.92353,0.49,,,,
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,115244867584.0,67.29078,31.639849,1.41,,,,
AVALON.NS,Avalon Technologies Limited,115183468544.0,102.01183,51.817318,16.9,,,,
INDIAMART.NS,IndiaMART InterMESH Limited,114870845440.0,24.270649,18.43726,78.7,,,,
SIGNATURE.NS,Signatureglobal (India) Limited,113913479168.0,10.406118,14.578682,77.81,,,,
JAINREC.NS,JAIN RESOURCE RECYCLING L,113464213504.0,31.645811,17.677418,10.39,,,,
HEG.NS,HEG Limited,113345347584.0,33.562855,20.288427,17.5,,,,
METROPOLIS.NS,Metropolis Healthcare Limited,113078239232.0,59.143166,35.910435,9.22,,,,
PGHL.NS,Procter & Gamble Health Limited,112867500032.0,34.48197,25.413942,197.19,,,,
NAZARA.NS,Nazara Technologies Limited,112862167040.0,11.196252,41.16892,27.21,,,,
RATEGAIN.NS,RateGain Travel Technologies Limited,112522887168.0,57.793312,28.774212,16.45,,,,
EDELWEISS.NS,Edelweiss Financial Services Limited,112495288320.0,16.622377,7.5460315,7.15,,,,
UTLSOLAR.NS,FUJIYAMA POWER SYSTEMS L,112065175552.0,35.728962,16.448196,10.22,,,,
OLECTRA.NS,Olectra Greentech Limited,110538121216.0,62.117157,31.101616,21.68,,,,
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,110243446784.0,43.887264,17.881292,6.83,,,,
KIRLPNU.NS,Kirloskar Pneumatic Company Limited,110177574912.0,43.100384,32.243347,39.35,,,,
RELAXO.NS,Relaxo Footwears Limited,109520535552.0,60.934906,44.938713,7.22,,,,
TI.NS,Tilaknagar Industries Ltd.,109298941952.0,455.87628,28.210527,0.97,,,,
GODREJAGRO.NS,Godrej Agrovet Limited,109221986304.0,23.090687,16.75915,24.59,,,,
IEX.NS,Indian Energy Exchange Limited,109206077440.0,22.166065,19.472622,5.54,,,,
MGL.NS,Mahanagar Gas Limited,108695068672.0,12.920043,11.793328,85.17,,,,
JWL.NS,Jupiter Wagons Limited,108680290304.0,63.25871,25.882952,4.02,,,,
INTELLECT.NS,Intellect Design Arena Limited,105817300992.0,31.25,16.870144,24.32,,,,
IIFLCAPS.NS,IIFL Capital Services Limited,105617170432.0,19.727753,,17.08,,,,
BLACKBUCK.NS,BlackBuck Limited,105567510528.0,66.24,34.327766,8.75,,,,
SANOFICONR.NS,SANOFI CONS HEALTHC IND L,105335570432.0,40.815014,34.10904,111.9,,,,
RITES.NS,RITES Limited,104814878720.0,25.5076,19.364262,8.55,,,,
WAAREERTL.NS,Waaree Renewable Technologies Limited,104262320128.0,21.78805,,45.86,,,,
BBTC.NS,The Bombay Burmah Trading Corporation Limited,104211316736.0,8.389126,3.998929,178.04,,,,
ELECON.NS,Elecon Engineering Company Limited,104200110080.0,44.055977,19.759575,10.54,,,,
SBFC.NS,SBFC Finance Limited,104119730176.0,22.94878,15.42459,4.1,,,,
TRIVENI.NS,Triveni Engineering & Industries Limited,104044396544.0,38.764366,22.957047,12.18,,,,
TSFINV.NS,TSF Investments Limited,103813439488.0,20.042608,,23.47,,,,
KTKBANK.NS,The Karnataka Bank Limited,103300292608.0,7.892227,6.985934,34.61,,,,
RKFORGE.NS,Ramkrishna Forgings Limited,103298801664.0,142.77638,26.678404,3.98,,,,
ZEEL.NS,Zee Entertainment Enterprises Limited,103159791616.0,38.08511,13.223882,2.82,,,,
FIRSTCRY.NS,BRAINBEES SOLUTIONS LTD,102687465472.0,,50.373814,-2.9,,,,
JLHL.NS,Jupiter Life Line Hospitals Limited,101824036864.0,52.36008,35.935207,29.66,,,,
FINPIPE.NS,Finolex Industries Limited,101811568640.0,17.01033,14.834234,9.68,,,,
AKUMS.NS,AKUMS DRUGS AND PHARMA L,101805219840.0,39.84122,21.139174,16.69,,,,
BLUEJET.NS,Blue Jet Healthcare Limited,101399207936.0,40.992283,30.695723,14.26,,,,
RPOWER.NS,Reliance Power Limited,101078245376.0,,5.419069,-0.82,,,,
TIMETECHNO.NS,Time Technoplast Limited,100716429312.0,20.403,14.573571,10.0,,,,
MANORAMA.NS,Manorama Industries Limited,100459290624.0,44.2452,29.821985,35.97,,,,
